"transition","gene_name","module","peak_id","tier","distance_bp","peak_log2FC","gene_biotype"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49212482-49213268","distal",81478.5,3.40526677010878,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26118612-26118867","distal",82422,2.76909235833758,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49217923-49218225","distal",86677.5,3.15487580248583,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44887685-44887944","distal",91135,4.60400634978719,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4853371-4853757","distal",95496.5,4.38461578777083,"protein_coding"
"T1_MBC_to_prePB","STMN1","turquoise","chr1-26002468-26002762","distal",95624.5,4.16064976477538,"protein_coding"
"T1_MBC_to_prePB","H2AFZ","turquoise","chr4-99850804-99851054","distal",99458.5,12.2145284881521,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4848634-4848913","distal",100287,4.06122465256276,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30615002-30615263","distal",105068,11.8660830411934,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4843207-4843471","distal",105721.5,4.65892234676456,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20008383-20008663","distal",107414.5,5.85735446221844,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20226024-20226375","distal",110262,4.1206044081479,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20000963-20001254","distal",114829,3.8554155210561,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6982781-6983031","distal",115787.5,12.2133873273429,"protein_coding"
"T1_MBC_to_prePB","PRDX3","turquoise","chr10-119297137-119297423","distal",118447.5,10.7505128328929,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30845472-30845730","distal",125400.5,4.19839002471372,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44925115-44925528","distal",128642,4.87142404106917,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26331317-26331614","distal",130304,4.52944517092615,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44662541-44662803","distal",134007.5,10.7262326697551,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4812345-4812616","distal",136580,4.82848766868048,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6729593-6729886","distal",137379,2.27186939737267,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20255857-20256129","distal",140055.5,1.54573668070503,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19974555-19974834","distal",141243,3.27194239642324,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19971760-19972017","distal",144049,10.9842352761372,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-4982003-4982269","distal",144489.5,2.2522262508578,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-5095107-5095401","distal",146193.5,3.85319443580843,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4802679-4802939","distal",146251.5,2.93693852293432,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7013895-7014158","distal",146908,6.57944138289843,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44646538-44646788","distal",150016.5,13.0733557585433,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6716403-6716877","distal",150478.5,3.77084339847064,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6715669-6715924","distal",151322,10.7026220774457,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6715138-6715647","distal",151726,2.89633128757057,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18548196-18548463","distal",153942,5.88287841840926,"protein_coding"
"T1_MBC_to_prePB","TYMS","turquoise","chr18-812073-813320","distal",155093,2.79964844033372,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4792408-4792664","distal",156524.5,4.84096324505403,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7023574-7024076","distal",156706.5,4.48508029080673,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20273338-20273628","distal",157545.5,3.8302730454172,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19958078-19958356","distal",157720.5,4.84543202882024,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195923518-195923771","distal",158544,3.28930791742231,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44961716-44961979","distal",165168,2.12121133369514,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5734955-5735231","distal",171309.5,2.08512358008512,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195910324-195910775","distal",171639,11.8778293098074,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196255605-196255894","distal",173561,5.48797219652995,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19941235-19941539","distal",174550.5,4.74496551605119,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5739628-5739918","distal",175989.5,2.09947341173664,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7047041-7047315","distal",180059.5,3.1953594615406,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30539026-30539288","distal",181043.5,6.91790947440262,"protein_coding"
"T1_MBC_to_prePB","TYMS","turquoise","chr18-839366-839633","distal",181896,4.12956811161218,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7053073-7053958","distal",186397,1.0719713470543,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6679514-6679822","distal",187450.5,3.3093078730606,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7055537-7055952","distal",188626,2.22874296513566,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44605125-44605414","distal",191410,4.56351754725997,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-20307447-20307726","distal",191649,6.69108515198509,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7059570-7059934","distal",192633.5,11.3171373751615,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26008214-26008476","distal",192816.5,5.50166249317946,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7060186-7060671","distal",193310,3.13068083771516,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26007215-26007522","distal",193793,11.9507709849209,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7063141-7063455","distal",196179.5,3.87595478378563,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30523486-30523763","distal",196576,11.0732700677049,"protein_coding"
"T1_MBC_to_prePB","FABP5","turquoise","chr8-81083434-81083962","distal",196664.5,5.49114729237559,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7068412-7068681","distal",201428,1.83845914592388,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6665099-6665403","distal",201867.5,5.90199074392664,"protein_coding"
"T1_MBC_to_prePB","PRDX3","turquoise","chr10-118976164-118976447","distal",202527,4.29102808798033,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44999228-44999499","distal",202684,3.40221103899348,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30923405-30923698","distal",203351,5.11673663370383,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7070430-7070724","distal",203458.5,1.40294930418752,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-25990758-25991299","distal",210133,1.35462483121022,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30509324-30509718","distal",210679.5,4.42499937001455,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4736469-4736736","distal",212458,6.00971122744122,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26416650-26416915","distal",215621,1.46386246738992,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72448275-72448581","distal",216606.5,3.43171412544516,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49351189-49351467","distal",219931.5,4.95971837712742,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6646945-6647317","distal",219987.5,3.20523036775334,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-45018399-45018991","distal",222015.5,2.33358850333609,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6644254-6644531","distal",222726,12.1001380760305,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6643243-6643806","distal",223594,1.71076045667042,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6641603-6642161","distal",225236.5,3.83553145174993,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-45026159-45026445","distal",229622.5,4.56561767029475,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26438535-26438788","distal",237500,1.86186308306792,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-26438809-26439085","distal",237785.5,5.25262436138119,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4710265-4710525","distal",238665.5,5.2657862369024,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49371689-49372032","distal",240464,3.90663978641119,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49375161-49375455","distal",243911.5,4.19234805837086,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-45041036-45041301","distal",244489,2.67523824643011,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49381854-49382136","distal",250598.5,3.67805274385244,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9129791-9130075","distal",250684.5,1.98298610981443,"protein_coding"
"T1_MBC_to_prePB","PRDX3","turquoise","chr10-118927694-118927956","distal",251007.5,2.1373905040142,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196336207-196336464","distal",254147,2.7292674025822,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4693575-4693825","distal",255360.5,12.6035295380865,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4693212-4693502","distal",255703.5,1.05081911119543,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72489621-72490506","distal",258242,3.94047828823908,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30461503-30461791","distal",258553.5,3.84271363380529,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7125979-7126239","distal",258990.5,4.78479866288816,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49390648-49390925","distal",259390,11.3515526997101,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49391896-49392224","distal",260663.5,2.12083106685947,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18655925-18656344","distal",261747,6.70538224965651,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30457922-30458258","distal",262110.5,3.62773956520066,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6602785-6603215","distal",264118.5,2.27835245469777,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-25935034-25935299","distal",265995,3.85958994746724,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18127507-18127783","distal",266742.5,3.56264427725629,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30449843-30450123","distal",270217.5,1.91364140075192,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19842996-19843406","distal",272736.5,2.9084284834346,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195808931-195809208","distal",273119,5.14147940799885,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19841609-19841925","distal",274170.5,11.3813299678234,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5279977-5280255","distal",283667.5,3.10242594376905,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196366213-196366853","distal",284344.5,4.74352574515757,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30434241-30434531","distal",285814.5,4.0432360466234,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72519700-72519964","distal",288010.5,11.4386545125854,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196370257-196370530","distal",288205,5.53738585801863,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72523509-72523799","distal",291832.5,2.59150797718036,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9172064-9172346","distal",292956.5,10.8924530717178,"protein_coding"
"T1_MBC_to_prePB","DUT","turquoise","chr15-48624101-48624629","distal",293354.5,4.17122265766999,"protein_coding"
"T1_MBC_to_prePB","LCP1","turquoise","chr13-45915277-45915545","distal",296459.5,7.08421827520222,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6569982-6570243","distal",297006,10.4928862738897,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30421469-30421740","distal",298596,4.41230630720223,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4642830-4643272","distal",306009.5,3.76836596944962,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49437562-49437874","distal",306321.5,2.55313972643494,"protein_coding"
"T1_MBC_to_prePB","CBX3","turquoise","chr7-25891331-25891673","distal",309659.5,11.0712116587843,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6553103-6553394","distal",313870,10.8350161862888,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18720099-18720358","distal",325841,4.58084290919775,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9205348-9205642","distal",326246.5,10.8993280762668,"protein_coding"
"T1_MBC_to_prePB","LCP1","turquoise","chr13-45885240-45885542","distal",326479.5,3.2126556846714,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-4795136-4795823","distal",331146,3.24132211363053,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-45128846-45129224","distal",332355.5,3.67648932591782,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195749008-195749270","distal",333049.5,10.726118806513,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5230134-5230450","distal",333491.5,4.13859163737961,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5229671-5229930","distal",333983,3.04224212994866,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-4613682-4613986","distal",335226.5,4.00263480853161,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30379336-30379616","distal",340724.5,2.79465724420023,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49481952-49482395","distal",350777,2.118338825694,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49483602-49483874","distal",352341.5,4.04028853299963,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49485974-49486298","distal",354739.5,3.02650290104065,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30364692-30364960","distal",355374.5,2.35158089472749,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196438918-196439231","distal",356886,0.941518423116044,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18753206-18753837","distal",359134,3.95463766985004,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49491729-49492074","distal",360505,3.18679840340328,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195721233-195721494","distal",360825,3.05450921726852,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9241413-9241686","distal",362301,1.65237693956917,"protein_coding"
"T1_MBC_to_prePB","H2AFZ","turquoise","chr4-99579765-99580068","distal",370471,2.84298437418886,"protein_coding"
"T1_MBC_to_prePB","ACTG1","turquoise","chr17-81153177-81153443","distal",370536.5,2.96976033860533,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19744100-19744372","distal",371701.5,2.71476591264791,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72605022-72605327","distal",373353,3.36089540415766,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-5938091-5938384","distal",374454,3.31854743858719,"protein_coding"
"T1_MBC_to_prePB","RAN","turquoise","chr12-131246329-131246765","distal",374668.5,4.31965819622902,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9256238-9256511","distal",377126,10.8093566164458,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9258711-9258993","distal",379603.5,11.0239462419645,"protein_coding"
"T1_MBC_to_prePB","PKM","turquoise","chr15-72612517-72612805","distal",380839.5,5.26332125381406,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-5510298-5510612","distal",383829.5,3.65982259848441,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-196466920-196467448","distal",384995.5,11.8010520677947,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-4741325-4741629","distal",385148.5,4.76264464160039,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-31105297-31105573","distal",385234.5,3.7893802300821,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-48744506-48744778","distal",386754.5,2.50748478906644,"protein_coding"
"T1_MBC_to_prePB","TYMS","turquoise","chr18-267891-268168","distal",389574,4.59504294975288,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18785833-18786134","distal",391596,10.7509902975524,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-5342384-5342637","distal",393450,1.64682951845171,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49525253-49525549","distal",394004.5,11.9328715645548,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7261764-7262024","distal",394775.5,3.07502613272932,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18789907-18790176","distal",395654,11.2037129061278,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19718211-19718488","distal",397588,5.37009850029477,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-45194279-45194564","distal",397742,2.84802271331628,"protein_coding"
"T1_MBC_to_prePB","LDHA","turquoise","chr11-18797252-18797538","distal",403007.5,3.34312284938659,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-31126084-31126427","distal",406055,4.13800565559118,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19706007-19706979","distal",409444.5,3.53157221998411,"protein_coding"
"T1_MBC_to_prePB","RANBP1","turquoise","chr22-19705514-19705778","distal",410291.5,4.32006473179148,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7282831-7283125","distal",415859.5,2.40040206224807,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6444885-6445178","distal",422087,3.3940816355969,"protein_coding"
"T1_MBC_to_prePB","TUBB","turquoise","chr6-30294841-30295153","distal",425203.5,5.77352348980185,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9310046-9310360","distal",430954.5,10.6368897256543,"protein_coding"
"T1_MBC_to_prePB","RAN","turquoise","chr12-131303511-131303791","distal",431772.5,2.85284406611836,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195641859-195642158","distal",440180,1.74470288394145,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195634875-195635129","distal",447186.5,3.52831013130486,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9327183-9327456","distal",448071,1.90723032036788,"protein_coding"
"T1_MBC_to_prePB","RAN","turquoise","chr12-131324008-131324281","distal",452266,11.3359210822068,"protein_coding"
"T1_MBC_to_prePB","PFN1","turquoise","chr17-5404361-5404641","distal",455440.5,3.6580634674823,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9335722-9336084","distal",456654.5,4.19112099978176,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-4667243-4667531","distal",459238.5,11.4481249198336,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-4666882-4667179","distal",459595,2.06697183264134,"protein_coding"
"T1_MBC_to_prePB","PCNA","turquoise","chr20-5591524-5591802","distal",465037.5,6.94635928004381,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-7342901-7343171","distal",475917.5,3.87355391633344,"protein_coding"
"T1_MBC_to_prePB","FABP5","turquoise","chr8-80803705-80804069","distal",476475.5,2.62758273083923,"protein_coding"
"T1_MBC_to_prePB","TPI1","turquoise","chr12-6387774-6388325","distal",479069,4.83647458291427,"protein_coding"
"T1_MBC_to_prePB","HSPD1","turquoise","chr2-197036110-197036490","distal",480436.5,5.58533980273522,"protein_coding"
"T1_MBC_to_prePB","RAN","turquoise","chr12-131356170-131356498","distal",484455.5,1.6194493137264,"protein_coding"
"T1_MBC_to_prePB","RAN","turquoise","chr12-131356712-131357325","distal",485140,1.47017730908909,"protein_coding"
"T1_MBC_to_prePB","ACTG1","turquoise","chr17-81037347-81037621","distal",486362.5,3.13404274264421,"protein_coding"
"T1_MBC_to_prePB","TFRC","turquoise","chr3-195589988-195590249","distal",492070,3.93924713980944,"protein_coding"
"T1_MBC_to_prePB","ACTB","turquoise","chr7-6056086-6056336","distal",492427.5,11.042043749798,"protein_coding"
"T1_MBC_to_prePB","ENO1","turquoise","chr1-9375894-9376351","distal",496874,11.3778101758827,"protein_coding"
"T1_MBC_to_prePB","TUBA1B","turquoise","chr12-49628273-49628790","distal",497135,1.38794808803891,"protein_coding"
"T1_MBC_to_prePB","PPIA","turquoise","chr7-44297436-44297721","distal",499101,4.0529540793094,"protein_coding"
"T1_MBC_to_prePB","TYMS","turquoise","chr18-158208-158691","distal",499154,2.65847166418572,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-14117850-14118125","promoter",732,5.44134953524596,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-32937960-32938447","proximal",2866,3.4075619738022,"protein_coding"
"T1_MBC_to_prePB","HLA-DMB","brown","chr6-32936152-32936477","proximal",4755,2.58830726965071,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31566377-31566652","proximal",16007,3.25608908993448,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118901493-118901760","proximal",17861,6.07133288874777,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44586507-44586825","proximal",22239.5,11.4712121735431,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208288650-208288905","proximal",22511,2.70169887703089,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44586880-44587414","proximal",22720.5,5.38938363921954,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44590574-44590956","proximal",26338.5,5.23509477756809,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-14144924-14145189","proximal",27801,3.58849200512347,"protein_coding"
"T1_MBC_to_prePB","MARCH1","brown","chr4-164415860-164416130","proximal",31945.5,2.77134889031041,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31548617-31548900","proximal",33763,2.72256628214151,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31544775-31545135","proximal",37566.5,2.83164114374328,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31543162-31543802","proximal",39039.5,4.04130379273564,"protein_coding"
"T1_MBC_to_prePB","CD69","brown","chr12-9800612-9800887","proximal",39849,3.9339912190839,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12750933-12751221","proximal",40418.5,5.59509061071471,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12833454-12833766","proximal",42114.5,2.29369978222236,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31539992-31540527","proximal",42262,5.33848446511456,"protein_coding"
"T1_MBC_to_prePB","KLF6","brown","chr10-3827506-3827777","proximal",42361,2.61707805640647,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118927702-118927971","proximal",44071,12.1050633625558,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118927988-118928284","proximal",44370.5,6.33622664155184,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35452173-35452432","proximal",47554,11.8075830090516,"protein_coding"
"T1_MBC_to_prePB","DUSP2","brown","chr2-96196384-96196634","distal",51069.5,11.7910458996728,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12845354-12845654","distal",54008.5,3.15175318486664,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118827317-118827582","distal",56316,5.12146840504864,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35343080-35343667","distal",61375,11.9462826400969,"protein_coding"
"T1_MBC_to_prePB","NFKBIA","brown","chr14-35342788-35343068","distal",61820.5,2.64479812915598,"protein_coding"
"T1_MBC_to_prePB","KLF6","brown","chr10-3852167-3852598","distal",67102,11.7494553613039,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44632883-44633604","distal",68817,3.03063717576519,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60386114-60386380","distal",69504.5,4.7007007038517,"protein_coding"
"T1_MBC_to_prePB","PIKFYVE","brown","chr2-208195695-208196007","distal",70415.5,11.1788736167949,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72163729-72164000","distal",74833,2.32769245800204,"protein_coding"
"T1_MBC_to_prePB","SPOCK2","brown","chr10-72164216-72164486","distal",75319.5,3.62798173688899,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12868447-12868706","distal",77081,2.66344253090753,"protein_coding"
"T1_MBC_to_prePB","CD82","brown","chr11-44642728-44642985","distal",78430,2.95906982345247,"protein_coding"
"T1_MBC_to_prePB","MARCH1","brown","chr4-164465576-164465847","distal",81662,4.51454661180339,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118800892-118801196","distal",82721.5,4.1531937799234,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118796714-118796978","distal",86919.5,3.13679430799737,"protein_coding"
"T1_MBC_to_prePB","MS4A1","brown","chr11-60542992-60543264","distal",87376.5,4.31200348090621,"protein_coding"
"T1_MBC_to_prePB","LTB","brown","chr6-31670883-31671171","distal",88505.5,5.91879655723929,"protein_coding"
"T1_MBC_to_prePB","DUSP2","brown","chr2-96054923-96055208","distal",90374,2.84714486986944,"protein_coding"
"T1_MBC_to_prePB","PMAIP1","brown","chr18-59992214-59992535","distal",92427,2.89642985102776,"protein_coding"
"T1_MBC_to_prePB","CXCR5","brown","chr11-118977857-118978154","distal",94240,3.62609146467559,"protein_coding"
"T1_MBC_to_prePB","CD83","brown","chr6-14211220-14211823","distal",94266,7.30979166479432,"protein_coding"
"T1_MBC_to_prePB","JUNB","brown","chr19-12886413-12886676","distal",95049,0.97717861820779,"protein_coding"
