"transition","peak_id","peak_log2FC","gene_name","gene_biotype","distance_bp","tier","module"
"T1_MBC_to_prePB","chr1-20037944-20038194",10.8735291514047,"CAMK2N1","protein_coding",448150.5,"distal","brown"
"T1_MBC_to_prePB","chr4-100010557-100010823",10.8963031762711,"H2AFZ","protein_coding",60302.5,"distal","turquoise"
"T1_MBC_to_prePB","chr4-4695202-4695452",10.9221273081492,"LYAR","protein_coding",405158.5,"distal","turquoise"
"T1_MBC_to_prePB","chr21-45139596-45139908",3.53817100966904,"ITGB2-AS1","antisense",218701.5,"distal","brown"
"T1_MBC_to_prePB","chr14-24616905-24617373",3.53624833876901,"IRF9","protein_coding",456086.5,"distal","blue"
"T1_MBC_to_prePB","chr6-152078746-152079068",10.7790815748674,"ESR1","protein_coding",422216.5,"distal","blue"
"T1_MBC_to_prePB","chr11-65194721-65194990",3.73707327453718,"BATF2","protein_coding",197811,"distal","blue"
"T1_MBC_to_prePB","chr11-65194721-65194990",3.73707327453718,"NEAT1","lincRNA",227918,"distal","blue"
"T1_MBC_to_prePB","chr11-65194721-65194990",3.73707327453718,"MALAT1","lincRNA",302906,"distal","blue"
"T1_MBC_to_prePB","chr6-42313853-42314153",10.843069238332,"CCND3","protein_coding",263646.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-28612979-28613263",2.95619519196896,"WDR43","protein_coding",281521.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-81844532-81844827",3.26358685417555,"RP11-960L18.1","lincRNA",106432,"distal","blue"
"T1_MBC_to_prePB","chr19-55865639-55865939",10.7945115412579,"UBE2S","protein_coding",458012.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-46302920-46303798",10.6919452083167,"UBE2C","protein_coding",490783.5,"distal","turquoise"
"T1_MBC_to_prePB","chr20-46302920-46303798",10.6919452083167,"CD40","protein_coding",185087.5,"distal","yellow"
"T1_MBC_to_prePB","chr11-10955423-10955698",3.2182869163615,"ZBED5-AS1","antisense",97302,"distal","blue"
"T1_MBC_to_prePB","chr17-76885560-76885810",11.1463736043483,"SRSF2","protein_coding",148311.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26006642-26006896",10.7706767190481,"HNRNPA2B1","protein_coding",194759.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26006642-26006896",10.7706767190481,"CBX3","protein_coding",194392.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-26006642-26006896",10.7706767190481,"SNX10","protein_coding",285125.5,"distal","turquoise"
"T1_MBC_to_prePB","chr14-94502832-94503173",3.77698366320801,"IFI27","protein_coding",398167,"distal","blue"
"T1_MBC_to_prePB","chr20-56055645-56055907",10.9640030405733,"AURKA","protein_coding",336560.5,"distal","turquoise"
"T1_MBC_to_prePB","chr22-23009089-23009348",4.18128279107976,"IGLL5","protein_coding",121439,"distal","blue"
"T1_MBC_to_prePB","chr22-23009089-23009348",4.18128279107976,"GNAZ","protein_coding",61142,"distal","brown"
"T1_MBC_to_prePB","chr7-22717153-22717456",3.98864919606016,"IL6","protein_coding",8579,"proximal","brown"
"T1_MBC_to_prePB","chr19-6802419-6802691",2.56830931097499,"TNFSF9","protein_coding",271556.5,"distal","brown"
"T1_MBC_to_prePB","chr19-6802419-6802691",2.56830931097499,"CD70","protein_coding",198452.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-441930-442273",3.81987539951264,"HRAS","protein_coding",95185,"distal","turquoise"
"T1_MBC_to_prePB","chr11-208996-209567",10.4980201889123,"HRAS","protein_coding",328005,"distal","turquoise"
"T1_MBC_to_prePB","chr17-48075530-48075797",3.14344538611794,"KPNB1","protein_coding",426188,"distal","turquoise"
"T1_MBC_to_prePB","chr19-55591513-55591832",2.18904263514409,"UBE2S","protein_coding",183896,"distal","turquoise"
"T1_MBC_to_prePB","chr22-43112866-43113169",3.23283323398764,"A4GALT","protein_coding",391720,"distal","yellow"
"T1_MBC_to_prePB","chr22-43112866-43113169",3.23283323398764,"TTLL12","protein_coding",74115,"distal","turquoise"
"T1_MBC_to_prePB","chr17-77965774-77966053",10.5738429668141,"BIRC5","protein_coding",248272,"distal","turquoise"
"T1_MBC_to_prePB","chr17-77965774-77966053",10.5738429668141,"SOCS3","protein_coding",394163,"distal","blue"
"T1_MBC_to_prePB","chr16-81850924-81851174",11.0584594307403,"RP11-960L18.1","lincRNA",112801.5,"distal","blue"
"T1_MBC_to_prePB","chr4-1165029-1165311",2.78830764729086,"CTBP1-AS2","antisense",84129.5,"distal","blue"
"T1_MBC_to_prePB","chr11-125462328-125462867",0.720582017873538,"CHEK1","protein_coding",162538,"distal","turquoise"
"T1_MBC_to_prePB","chr1-12223104-12223372",11.0548530654802,"TNFRSF8","protein_coding",159861.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-116774769-116775036",4.00824270709578,"TESC","protein_coding",324576,"distal","turquoise"
"T1_MBC_to_prePB","chr12-56099659-56099922",10.6504233470648,"PA2G4","protein_coding",4528,"proximal","turquoise"
"T1_MBC_to_prePB","chr19-41119732-41119992",1.37916158737048,"AC006129.2","lincRNA",425329.5,"distal","blue"
"T1_MBC_to_prePB","chr8-11349466-11349737",2.05816853142085,"FAM167A","protein_coding",125113,"distal","brown"
"T1_MBC_to_prePB","chr11-65548818-65549138",10.8017354972443,"NEAT1","lincRNA",126204.5,"distal","blue"
"T1_MBC_to_prePB","chr11-65548818-65549138",10.8017354972443,"MALAT1","lincRNA",51216.5,"distal","blue"
"T1_MBC_to_prePB","chr11-65548818-65549138",10.8017354972443,"CFL1","protein_coding",313047.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-65548818-65549138",10.8017354972443,"FOSL1","protein_coding",351594.5,"distal","turquoise"
"T1_MBC_to_prePB","chr1-203008613-203008871",10.702396673231,"PCAT6","antisense",197788.5,"distal","blue"
"T1_MBC_to_prePB","chr6-13924961-13925272",3.51586069668965,"CD83","protein_coding",192139,"distal","brown"
"T1_MBC_to_prePB","chr6-27513302-27513552",11.0597410580833,"HIST1H2BJ","protein_coding",380677.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-27513302-27513552",11.0597410580833,"HIST1H2BK","protein_coding",366629.5,"distal","blue"
"T1_MBC_to_prePB","chr6-27513302-27513552",11.0597410580833,"HIST1H1B","protein_coding",354101.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-148581859-148582294",3.53082048994165,"EZH2","protein_coding",302244,"distal","turquoise"
"T1_MBC_to_prePB","chr19-4375391-4375748",10.9235918587404,"EBI3","protein_coding",146072,"distal","turquoise"
"T1_MBC_to_prePB","chr19-41055116-41055385",3.0804770706018,"AC006129.2","lincRNA",489941,"distal","blue"
"T1_MBC_to_prePB","chr7-143582322-143582593",10.7498081212225,"ZYX","protein_coding",201378,"distal","turquoise"
"T1_MBC_to_prePB","chr7-45021160-45021410",11.0251497788102,"PPIA","protein_coding",224605.5,"distal","turquoise"
"T1_MBC_to_prePB","chr7-45021160-45021410",11.0251497788102,"SNHG15","lincRNA",34324.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr14-105235227-105235479",10.9513100759345,"PLD4","protein_coding",310537.5,"distal","brown"
"T1_MBC_to_prePB","chr14-105235227-105235479",10.9513100759345,"CDCA4","protein_coding",214205.5,"distal","turquoise"
"T1_MBC_to_prePB","chr14-105235227-105235479",10.9513100759345,"GPR132","protein_coding",169908.5,"distal","turquoise"
"T1_MBC_to_prePB","chr14-105235227-105235479",10.9513100759345,"CRIP2","protein_coding",237608.5,"distal","brown"
"T1_MBC_to_prePB","chr12-13197552-13197826",10.6388412741154,"EMP1","protein_coding",973.5,"promoter","turquoise"
"T1_MBC_to_prePB","chr12-10306008-10306307",3.36512125320795,"YBX3","protein_coding",417154,"distal","turquoise"
"T1_MBC_to_prePB","chr9-6413864-6414180",3.38414683335919,"RP11-390F4.3","lincRNA",302472.5,"distal","blue"
"T1_MBC_to_prePB","chr1-1333635-1333993",10.7048962944686,"ISG15","protein_coding",332676.5,"distal","blue"
"T1_MBC_to_prePB","chr1-1333635-1333993",10.7048962944686,"TAS1R3","protein_coding",2500.5,"proximal","blue"
"T1_MBC_to_prePB","chr20-2505094-2505363",2.21741134288633,"NOP56","protein_coding",146916,"distal","turquoise"
"T1_MBC_to_prePB","chr3-188759357-188759637",10.7916468400221,"TPRG1","protein_coding",187716.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-10990000-10990263",3.85206833138613,"CDKN2D","protein_coding",421073,"distal","brown"
"T1_MBC_to_prePB","chr12-56967024-56967292",4.89152131508233,"NXPH4","protein_coding",249636.5,"distal","brown"
"T1_MBC_to_prePB","chr4-152329919-152330220",2.23401020716519,"RP11-768B22.2","antisense",336298,"distal","blue"
"T1_MBC_to_prePB","chr19-49471408-49472011",10.9140501956799,"PRMT1","protein_coding",204076,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49471408-49472011",10.9140501956799,"ATF5","protein_coding",456992,"distal","turquoise"
"T1_MBC_to_prePB","chr17-8843008-8843264",10.8432205409885,"MYH10","protein_coding",212375.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-8843008-8843264",10.8432205409885,"PIK3R6","protein_coding",24540.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr15-79271993-79272247",3.73715231286086,"CTSH","protein_coding",322546.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-28614500-28614777",2.85462841385275,"WDR43","protein_coding",280004,"distal","turquoise"
"T1_MBC_to_prePB","chr11-119351753-119352065",10.8049983396793,"CXCR5","protein_coding",468143.5,"distal","brown"
"T1_MBC_to_prePB","chr2-37617113-37617391",10.8586531845328,"CYP1B1","protein_coding",492649.5,"distal","yellow"
"T1_MBC_to_prePB","chr6-169957025-169957606",2.97223382129321,"DLL1","protein_coding",349249,"distal","brown"
"T1_MBC_to_prePB","chr14-100796782-100797188",10.9038187167168,"WARS","protein_coding",420180.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-6183803-6184065",10.8753672855317,"IL2RA","protein_coding",121609.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-6183803-6184065",10.8753672855317,"PFKFB3","protein_coding",39000.5,"proximal","yellow"
"T1_MBC_to_prePB","chr7-25018454-25018704",10.9123468083622,"CYCS","protein_coding",106781.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-69609270-69609674",2.69815453277451,"HK1","protein_coding",339488.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-69609270-69609674",2.69815453277451,"RP11-343J3.2","antisense",33665.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr6-43766509-43766941",10.9818108685899,"SLC29A1","protein_coding",452779.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-43766509-43766941",10.9818108685899,"HSP90AB1","protein_coding",479440.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-43766509-43766941",10.9818108685899,"NFKBIE","protein_coding",499062.5,"distal","brown"
"T1_MBC_to_prePB","chr8-29848157-29848461",10.9630869722956,"DUSP4","protein_coding",497641.5,"distal","turquoise"
"T1_MBC_to_prePB","chr8-29848157-29848461",10.9630869722956,"RP11-489E7.4","antisense",234448.5,"distal","brown"
"T1_MBC_to_prePB","chr5-139018221-139018554",3.40645208936566,"TMEM173","protein_coding",464547,"distal","turquoise"
"T1_MBC_to_prePB","chr1-53879179-53879429",10.9934514068077,"MRPL37","protein_coding",304736.5,"distal","turquoise"
"T1_MBC_to_prePB","chr1-209824482-209824881",10.8955615617737,"G0S2","protein_coding",149262,"distal","turquoise"
"T1_MBC_to_prePB","chr1-112289723-112290290",10.7098184182223,"RHOC","protein_coding",417427,"distal","yellow"
"T1_MBC_to_prePB","chr13-30510135-30510443",3.83729775853096,"ALOX5AP","protein_coding",203188.5,"distal","yellow"
"T1_MBC_to_prePB","chr6-27780649-27780925",10.5866411933513,"HIST1H1B","protein_coding",86741.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-27780649-27780925",10.5866411933513,"RP1-313I6.12","antisense",300342.5,"distal","brown"
"T1_MBC_to_prePB","chr6-26251823-26252160",1.60378617150707,"HFE","protein_coding",164711,"distal","blue"
"T1_MBC_to_prePB","chr6-26251823-26252160",1.60378617150707,"HIST1H4C","protein_coding",148116,"distal","turquoise"
"T1_MBC_to_prePB","chr6-26251823-26252160",1.60378617150707,"HIST1H2AC","protein_coding",127847,"distal","blue"
"T1_MBC_to_prePB","chr6-26251823-26252160",1.60378617150707,"HCG11","lincRNA",271458,"distal","blue"
"T1_MBC_to_prePB","chr2-63277420-63277739",2.80674888841304,"AC009501.4","antisense",228940,"distal","blue"
"T1_MBC_to_prePB","chr1-78235726-78236006",10.8091669942312,"IFI44L","protein_coding",384055.5,"distal","blue"
"T1_MBC_to_prePB","chr3-156816125-156816399",11.1175138715104,"LINC00886","lincRNA",799.5,"promoter","blue"
"T1_MBC_to_prePB","chr15-31653625-31653933",3.30253444207558,"RP11-16E12.2","lincRNA",422941.5,"distal","blue"
"T1_MBC_to_prePB","chr19-7708678-7708979",10.8362113356653,"FCER2","protein_coding",6683,"proximal","brown"
"T1_MBC_to_prePB","chr2-111632546-111632810",3.61011708241306,"AC017002.1","lincRNA",141405.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-3126647-3126908",10.5976291256312,"IL32","protein_coding",61481,"distal","turquoise"
"T1_MBC_to_prePB","chr16-3126647-3126908",10.5976291256312,"RP11-473M20.16","lincRNA",30705,"proximal","turquoise"
"T1_MBC_to_prePB","chr10-5593404-5594285",10.7267515642225,"IL2RA","protein_coding",468480,"distal","turquoise"
"T1_MBC_to_prePB","chr5-176237315-176237596",3.81849155710231,"NOP16","protein_coding",151519,"distal","turquoise"
"T1_MBC_to_prePB","chr11-2949095-2949742",11.0441612520845,"KCNQ1OT1","antisense",249425,"distal","blue"
"T1_MBC_to_prePB","chr11-2949095-2949742",11.0441612520845,"CDKN1C","protein_coding",63538,"distal","blue"
"T1_MBC_to_prePB","chr18-57069724-57070010",3.90891308147376,"ONECUT2","protein_coding",365817.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-11402588-11403009",2.60638517395785,"RP11-876N24.4","antisense",462080,"distal","brown"
"T1_MBC_to_prePB","chr16-11402588-11403009",2.60638517395785,"RMI2","protein_coding",153180,"distal","turquoise"
"T1_MBC_to_prePB","chr16-89428599-89428860",10.8544203277693,"TUBB3","protein_coding",492662,"distal","turquoise"
"T1_MBC_to_prePB","chr10-93647071-93647331",4.03211653045683,"CEP55","protein_coding",150569.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-233387347-233388130",11.0000559510649,"HJURP","protein_coding",466827,"distal","turquoise"
"T1_MBC_to_prePB","chr17-28539845-28540139",3.92782230304361,"TMEM97","protein_coding",220897.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-28539845-28540139",3.92782230304361,"UNC119","protein_coding",12675.5,"proximal","brown"
"T1_MBC_to_prePB","chr12-104775537-104776108",3.47800329326988,"C12orf75","protein_coding",459467,"distal","turquoise"
"T1_MBC_to_prePB","chr6-26322396-26322702",2.203562848797,"HFE","protein_coding",235268.5,"distal","blue"
"T1_MBC_to_prePB","chr6-26322396-26322702",2.203562848797,"HIST1H4C","protein_coding",218673.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-26322396-26322702",2.203562848797,"HIST1H2AC","protein_coding",198404.5,"distal","blue"
"T1_MBC_to_prePB","chr6-26322396-26322702",2.203562848797,"HCG11","lincRNA",200900.5,"distal","blue"
"T1_MBC_to_prePB","chr19-16557781-16558059",3.92839532915754,"TPM4","protein_coding",490899.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-16557781-16558059",3.92839532915754,"KLF2","protein_coding",233103.5,"distal","brown"
"T1_MBC_to_prePB","chr7-116312435-116312710",3.56789998816094,"TFEC","protein_coding",152677,"distal","brown"
"T1_MBC_to_prePB","chr7-116312435-116312710",3.56789998816094,"CAV1","protein_coding",212212,"distal","blue"
"T1_MBC_to_prePB","chr12-50092838-50093164",3.34906829153453,"NCKAP5L","protein_coding",264251.5,"distal","brown"
"T1_MBC_to_prePB","chr12-50092838-50093164",3.34906829153453,"LIMA1","protein_coding",190544.5,"distal","turquoise"
"T1_MBC_to_prePB","chr3-169386890-169387184",2.20883610413824,"TERC","lincRNA",378022.5,"distal","turquoise"
"T1_MBC_to_prePB","chr15-64279327-64279604",3.68196788925273,"KIAA0101","protein_coding",108221,"distal","turquoise"
"T1_MBC_to_prePB","chr6-16238579-16238851",2.22031847991368,"GMPR","protein_coding",135.5,"promoter","blue"
"T1_MBC_to_prePB","chr16-2962386-2962659",4.77765363430259,"IL32","protein_coding",102774,"distal","turquoise"
"T1_MBC_to_prePB","chr16-2962386-2962659",4.77765363430259,"RP11-473M20.16","lincRNA",194960,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49925681-49925952",2.91281902753356,"PRMT1","protein_coding",250031,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49925681-49925952",2.91281902753356,"ATF5","protein_coding",2885,"proximal","turquoise"
"T1_MBC_to_prePB","chr19-49925681-49925952",2.91281902753356,"SPIB","protein_coding",493121,"distal","yellow"
"T1_MBC_to_prePB","chr19-49376422-49376729",2.29751680943831,"BAX","protein_coding",421761,"distal","turquoise"
"T1_MBC_to_prePB","chr19-49376422-49376729",2.29751680943831,"PRMT1","protein_coding",299210,"distal","turquoise"
"T1_MBC_to_prePB","chr2-208395352-208395626",3.34827391415977,"PIKFYVE","protein_coding",129222.5,"distal","brown"
"T1_MBC_to_prePB","chr6-21402507-21402757",11.0163394837479,"SOX4","protein_coding",190135.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-3848212-3848470",2.80817112358749,"KLF6","protein_coding",63060.5,"distal","brown"
"T1_MBC_to_prePB","chr15-41057022-41057352",10.6925908563765,"CHAC1","protein_coding",104225.5,"distal","blue"
"T1_MBC_to_prePB","chr15-41057022-41057352",10.6925908563765,"NUSAP1","protein_coding",275506.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-73089689-73089957",1.77425006466193,"CCT7","protein_coding",143596.5,"distal","turquoise"
"T1_MBC_to_prePB","chr10-79470614-79470864",11.1777269102002,"PPIF","protein_coding",123270.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-121044700-121044965",10.9539832548391,"RP11-204L24.2","antisense",485589,"distal","blue"
"T1_MBC_to_prePB","chr17-32698073-32698903",10.6635344904568,"CDK5R1","protein_coding",211869.5,"distal","brown"
"T1_MBC_to_prePB","chr10-12753150-12753449",10.6445225540856,"MCM10","protein_coding",408254,"distal","turquoise"
"T1_MBC_to_prePB","chr15-74693414-74693692",3.04249643718956,"UBL7-AS1","antisense",232288.5,"distal","turquoise"
"T1_MBC_to_prePB","chr22-19971760-19972017",10.9842352761372,"RANBP1","protein_coding",144049,"distal","turquoise"
"T1_MBC_to_prePB","chr10-131767129-131767436",10.8160211243695,"BNIP3","protein_coding",214730,"distal","turquoise"
"T1_MBC_to_prePB","chr10-122828799-122829049",10.9164854279485,"PLEKHA1","protein_coding",454228.5,"distal","brown"
"T1_MBC_to_prePB","chr19-45160454-45160882",3.75429707321666,"CD3EAP","protein_coding",245540.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-45160454-45160882",3.75429707321666,"FOSB","protein_coding",307326.5,"distal","brown"
"T1_MBC_to_prePB","chr19-45160454-45160882",3.75429707321666,"VASP","protein_coding",345910.5,"distal","turquoise"
"T1_MBC_to_prePB","chr9-137035923-137036191",2.23587923405125,"FUT7","protein_coding",3047.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr9-137035923-137036191",2.23587923405125,"NPDC1","protein_coding",10145.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr9-137035923-137036191",2.23587923405125,"TUBB4B","protein_coding",205155.5,"distal","turquoise"
"T1_MBC_to_prePB","chr17-4396503-4396778",11.0042023183701,"CXCL16","protein_coding",343281,"distal","brown"
"T1_MBC_to_prePB","chr9-37532038-37532309",3.92669271372477,"PAX5","protein_coding",497989,"distal","yellow"
"T1_MBC_to_prePB","chr9-37532038-37532309",3.92669271372477,"POLR1E","protein_coding",46239,"proximal","turquoise"
"T1_MBC_to_prePB","chr1-110693012-110693282",3.17616359231637,"RP11-284N8.3","lincRNA",36107.5,"proximal","blue"
"T1_MBC_to_prePB","chr11-74991302-74991614",4.50542456887449,"POLD3","protein_coding",497607.5,"distal","turquoise"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"GAPDH","protein_coding",19322,"proximal","turquoise"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"RP5-940J5.9","antisense",14879,"proximal","turquoise"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"PTMS","protein_coding",212267,"distal","turquoise"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"LAG3","protein_coding",219263,"distal","blue"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"GNB3","protein_coding",286705,"distal","blue"
"T1_MBC_to_prePB","chr12-6553103-6553394",10.8350161862888,"TPI1","protein_coding",313870,"distal","turquoise"
"T1_MBC_to_prePB","chr19-55593476-55594087",4.21595940647228,"UBE2S","protein_coding",186005,"distal","turquoise"
"T1_MBC_to_prePB","chr17-29335465-29335753",2.56370711273304,"ANKRD13B","protein_coding",254159.5,"distal","turquoise"
"T1_MBC_to_prePB","chr1-8959734-8960081",10.8404661423198,"ENO1","protein_coding",80659,"distal","turquoise"
"T1_MBC_to_prePB","chr2-9144042-9144314",1.4451536051314,"ID2","protein_coding",465333.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-8655550-8655837",2.60856418348557,"ID2","protein_coding",23151,"proximal","turquoise"
"T1_MBC_to_prePB","chr7-106685274-106685563",3.34475552149478,"NAMPT","protein_coding",399093,"distal","turquoise"
"T1_MBC_to_prePB","chr7-106685274-106685563",3.34475552149478,"RP11-22N19.2","antisense",399939,"distal","turquoise"
"T1_MBC_to_prePB","chr7-106685274-106685563",3.34475552149478,"CCDC71L","protein_coding",24423,"proximal","yellow"
"T1_MBC_to_prePB","chr7-766771-767039",3.24919468545547,"ADAP1","protein_coding",188501.5,"distal","brown"
"T1_MBC_to_prePB","chr7-22441539-22441874",11.1095997802337,"IL6","protein_coding",284177,"distal","brown"
"T1_MBC_to_prePB","chr19-48233275-48233694",10.8437375123358,"SEPW1","protein_coding",454913,"distal","turquoise"
"T1_MBC_to_prePB","chr6-24883958-24884208",10.8660702635958,"GMNN","protein_coding",109152.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-24883958-24884208",10.8660702635958,"RP11-367G6.3","lincRNA",158086.5,"distal","brown"
"T1_MBC_to_prePB","chr1-214601208-214601458",10.9663894804767,"CENPF","protein_coding",1861.5,"promoter","turquoise"
"T1_MBC_to_prePB","chr6-36997115-36997438",3.93854586696352,"CDKN1A","protein_coding",320817,"distal","turquoise"
"T1_MBC_to_prePB","chr17-39992615-39992877",10.5323088405781,"TOP2A","protein_coding",425203.5,"distal","turquoise"
"T1_MBC_to_prePB","chr6-52399646-52400059",10.7394998218861,"MCM3","protein_coding",114972,"distal","turquoise"
"T1_MBC_to_prePB","chr2-231850402-231850677",11.1059991461921,"B3GNT7","protein_coding",454997,"distal","brown"
"T1_MBC_to_prePB","chr2-231850402-231850677",11.1059991461921,"NCL","protein_coding",366899,"distal","turquoise"
"T1_MBC_to_prePB","chr2-231850402-231850677",11.1059991461921,"PTMA","protein_coding",143645,"distal","turquoise"
"T1_MBC_to_prePB","chr3-195749008-195749270",10.726118806513,"AC124944.3","antisense",162909.5,"distal","blue"
"T1_MBC_to_prePB","chr3-195749008-195749270",10.726118806513,"TFRC","protein_coding",333049.5,"distal","turquoise"
"T1_MBC_to_prePB","chr3-186706493-186706751",10.6720189552166,"DGKG","protein_coding",344385.5,"distal","yellow"
"T1_MBC_to_prePB","chr10-3827985-3828295",2.79718631732779,"KLF6","protein_coding",42859.5,"proximal","brown"
"T1_MBC_to_prePB","chr16-87904985-87905291",3.78934477111078,"SLC7A5","protein_coding",35650.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr17-38689727-38689988",3.85547829907894,"CTB-58E17.1","lincRNA",12594,"proximal","blue"
"T1_MBC_to_prePB","chr14-104597308-104597627",10.8393310539961,"PLD4","protein_coding",327348,"distal","brown"
"T1_MBC_to_prePB","chr14-104597308-104597627",10.8393310539961,"CDCA4","protein_coding",423680,"distal","turquoise"
"T1_MBC_to_prePB","chr14-104597308-104597627",10.8393310539961,"GPR132","protein_coding",467977,"distal","turquoise"
"T1_MBC_to_prePB","chr7-25071059-25071338",10.5691801710218,"CYCS","protein_coding",54162,"distal","turquoise"
"T1_MBC_to_prePB","chr17-27940083-27940333",11.0336524638479,"KSR1","protein_coding",483494.5,"distal","yellow"
"T1_MBC_to_prePB","chr17-27940083-27940333",11.0336524638479,"TMEM97","protein_coding",378886.5,"distal","turquoise"
"T1_MBC_to_prePB","chr5-156599488-156599769",3.25591926541436,"TIMD4","protein_coding",363626,"distal","blue"
"T1_MBC_to_prePB","chr19-42297105-42297363",10.6124851413605,"PRR19","protein_coding",4863.5,"proximal","turquoise"
"T1_MBC_to_prePB","chr8-10982606-10982929",10.8065408967331,"FAM167A","protein_coding",491947,"distal","brown"
"T1_MBC_to_prePB","chr17-16790104-16790354",10.8675968909449,"CENPV","protein_coding",436573.5,"distal","turquoise"
"T1_MBC_to_prePB","chr14-100763575-100763851",3.87588516086145,"WARS","protein_coding",386908.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-49910629-49910900",10.7111845233512,"PAPD5","protein_coding",242153,"distal","turquoise"
"T1_MBC_to_prePB","chr10-131925966-131926340",10.7294359230747,"BNIP3","protein_coding",55859.5,"distal","turquoise"
"T1_MBC_to_prePB","chr2-63281291-63281571",3.13623128076175,"AC009501.4","antisense",232791.5,"distal","blue"
"T1_MBC_to_prePB","chr6-44443473-44443762",3.1929916622957,"SLC29A1","protein_coding",224113,"distal","turquoise"
"T1_MBC_to_prePB","chr6-44443473-44443762",3.1929916622957,"HSP90AB1","protein_coding",197452,"distal","turquoise"
"T1_MBC_to_prePB","chr6-44443473-44443762",3.1929916622957,"NFKBIE","protein_coding",177830,"distal","brown"
"T1_MBC_to_prePB","chr7-148611622-148611905",3.16913785895815,"EZH2","protein_coding",272557,"distal","turquoise"
"T1_MBC_to_prePB","chr16-85269653-85270202",10.9196760642225,"FAM92B","protein_coding",157420,"distal","blue"
"T1_MBC_to_prePB","chr16-85269653-85270202",10.9196760642225,"GINS2","protein_coding",420145,"distal","turquoise"
"T1_MBC_to_prePB","chr10-72115419-72115731",3.82737787040531,"SPOCK2","protein_coding",26543.5,"proximal","brown"
"T1_MBC_to_prePB","chr10-72115419-72115731",3.82737787040531,"DDIT4","protein_coding",158344.5,"distal","turquoise"
"T1_MBC_to_prePB","chr1-153517704-153517989",2.36592540495735,"S100A4","protein_coding",32289,"proximal","turquoise"
"T1_MBC_to_prePB","chr1-153517704-153517989",2.36592540495735,"RAB13","protein_coding",468511,"distal","yellow"
"T1_MBC_to_prePB","chr12-21590554-21590822",1.94185215906846,"LDHB","protein_coding",167168.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-66131417-66131683",10.7737187119145,"CFL1","protein_coding",269524.5,"distal","turquoise"
"T1_MBC_to_prePB","chr11-66131417-66131683",10.7737187119145,"FOSL1","protein_coding",230977.5,"distal","turquoise"
"T1_MBC_to_prePB","chr16-88079041-88079291",11.0713979949308,"SLC7A5","protein_coding",209678.5,"distal","turquoise"
"T1_MBC_to_prePB","chr19-10870319-10870583",1.93880627035517,"CDKN2D","protein_coding",301392.5,"distal","brown"
"T1_MBC_to_prePB","chr17-76418143-76418421",3.83889905140827,"SRSF2","protein_coding",319091.5,"distal","turquoise"
